@relation Results

@attribute Area numeric
@attribute X numeric
@attribute Y numeric
@attribute XM numeric
@attribute YM numeric
@attribute Major numeric
@attribute Minor numeric
@attribute Angle numeric
@attribute Circ numeric
@attribute IntDen numeric
@attribute RawIntDen numeric
@attribute Slice numeric
@attribute AR numeric
@attribute Round numeric
@attribute Solidity numeric
@attribute especie {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}

@data
65573,159.453,118.316,159.453,118.316,331.871,251.574,5.406,0.66,16721115,16721115,1488,1.319,0.758,0.854,25
68069,162.488,120.812,162.488,120.812,340.126,254.812,5.419,0.685,17357595,17357595,1489,1.335,0.749,0.886,25
68589,163.282,121.843,163.282,121.843,341.198,255.951,5.689,0.69,17490195,17490195,1490,1.333,0.75,0.893,25
68149,162.243,120.226,162.243,120.226,340.425,254.887,5.327,0.686,17377995,17377995,1491,1.336,0.749,0.887,25
67922,162.626,121.627,162.626,121.627,339.949,254.394,6.058,0.683,17320110,17320110,1492,1.336,0.748,0.884,25
68518,163.059,119.827,163.059,119.827,341.268,255.634,4.887,0.689,17472090,17472090,1493,1.335,0.749,0.892,25
65933,160.258,118.794,160.258,118.794,336.181,249.712,7.067,0.663,16812915,16812915,1494,1.346,0.743,0.859,25
72069,159.875,120.105,159.875,120.105,347.962,263.71,179.697,0.725,18377595,18377595,1495,1.319,0.758,0.938,25
70422,158.23,121.444,158.23,121.444,345.349,259.633,2.087,0.708,17957610,17957610,1496,1.33,0.752,0.917,25
69287,161.782,121.319,161.782,121.319,343.095,257.127,4.097,0.697,17668185,17668185,1497,1.334,0.749,0.902,25
68889,160.881,121.937,160.881,121.937,343.81,255.118,5.04,0.693,17566695,17566695,1498,1.348,0.742,0.897,25
69659,161.643,121.518,161.643,121.518,344.273,257.623,3.922,0.701,17763045,17763045,1499,1.336,0.748,0.907,25
69976,158.537,120.114,158.537,120.114,344.212,258.841,2.474,0.704,17843880,17843880,1500,1.33,0.752,0.911,25
69438,162.577,121.71,162.577,121.71,343.887,257.094,4.955,0.699,17706690,17706690,1501,1.338,0.748,0.904,25
71220,159.617,120.867,159.617,120.867,346.915,261.39,1.647,0.716,18161100,18161100,1502,1.327,0.753,0.927,25
69830,160.167,120.463,160.167,120.463,343.188,259.072,2.787,0.702,17806650,17806650,1503,1.325,0.755,0.909,25
70551,160.033,120.79,160.033,120.79,345.4,260.07,2.143,0.71,17990505,17990505,1504,1.328,0.753,0.919,25
68915,161.047,122.444,161.047,122.444,343.387,255.529,4.217,0.693,17573325,17573325,1505,1.344,0.744,0.897,25
69890,161.474,121.799,161.474,121.799,343.029,259.415,3.29,0.703,17821950,17821950,1506,1.322,0.756,0.91,25
69741,161.528,121.656,161.528,121.656,345.794,256.791,4.437,0.702,17783955,17783955,1507,1.347,0.743,0.908,25
67732,162.011,119.189,162.011,119.189,338.185,255.005,174.657,0.681,17271660,17271660,1508,1.326,0.754,0.882,25
66727,161.012,121.277,161.012,121.277,336.977,252.123,173.869,0.671,17015385,17015385,1509,1.337,0.748,0.869,25
66805,162.339,120.583,162.339,120.583,337.091,252.332,174.394,0.672,17035275,17035275,1510,1.336,0.749,0.87,25
68045,158.039,120.763,158.039,120.763,340.979,254.085,174.618,0.685,17351475,17351475,1511,1.342,0.745,0.886,25
69191,161.678,119.502,161.678,119.502,341.029,258.327,176.372,0.696,17643705,17643705,1512,1.32,0.757,0.901,25
68755,161.135,121.248,161.135,121.248,340.764,256.898,176.125,0.692,17532525,17532525,1513,1.326,0.754,0.895,25
68784,161.314,120.579,161.314,120.579,340.883,256.916,176.276,0.692,17539920,17539920,1514,1.327,0.754,0.896,25
66423,161.801,121.521,161.801,121.521,335.314,252.219,174.395,0.668,16937865,16937865,1515,1.329,0.752,0.865,25
68353,162.853,120.866,162.853,120.866,340.517,255.581,176.432,0.688,17430015,17430015,1516,1.332,0.751,0.89,25
67745,161.509,119.441,161.509,119.441,339.605,253.988,174.475,0.682,17274975,17274975,1517,1.337,0.748,0.882,25
73136,160.528,119.733,160.528,119.733,352.346,264.284,2.248,0.736,18649680,18649680,1518,1.333,0.75,0.952,26
72191,161.337,119.108,161.337,119.108,349.582,262.933,2.2,0.726,18408705,18408705,1519,1.33,0.752,0.94,26
70654,160.472,119.384,160.472,119.384,345.303,260.523,2.664,0.711,18016770,18016770,1520,1.325,0.754,0.92,26
68589,161.442,119.399,161.442,119.399,340.62,256.386,4.249,0.69,17490195,17490195,1521,1.329,0.753,0.893,26
70689,160.122,120.911,160.122,120.911,346.964,259.405,3.457,0.711,18025695,18025695,1522,1.338,0.748,0.92,26
71040,161.18,118.888,161.18,118.888,347.434,260.34,3.446,0.715,18115200,18115200,1523,1.335,0.749,0.925,26
67871,160.705,120.342,160.705,120.342,341.478,253.065,5.374,0.683,17307105,17307105,1524,1.349,0.741,0.884,26
71032,161.378,119.924,161.378,119.924,346.818,260.773,3.286,0.715,18113160,18113160,1525,1.33,0.752,0.925,26
69475,159.188,120.137,159.188,120.137,343.28,257.686,3.768,0.699,17716125,17716125,1526,1.332,0.751,0.905,26
70875,161.744,118.727,161.744,118.727,346.612,260.351,3.674,0.713,18073125,18073125,1527,1.331,0.751,0.923,26
69323,161.37,119.539,161.37,119.539,343.948,256.623,3.429,0.697,17677365,17677365,1528,1.34,0.746,0.903,26
71441,160.074,119.351,160.074,119.351,348.636,260.907,3.459,0.719,18217455,18217455,1529,1.336,0.748,0.93,26
70595,159.526,119.4,159.526,119.4,346.203,259.629,3.549,0.71,18001725,18001725,1530,1.333,0.75,0.919,26
69287,160.162,120.113,160.162,120.113,343.022,257.182,4.187,0.697,17668185,17668185,1531,1.334,0.75,0.902,26
71806,159.743,119.371,159.743,119.371,349.078,261.908,2.675,0.722,18310530,18310530,1532,1.333,0.75,0.935,26
68946,159.911,119.097,159.911,119.097,342.187,256.54,5.194,0.694,17581230,17581230,1533,1.334,0.75,0.898,26
69888,159.281,121.149,159.281,121.149,344.949,257.963,4.779,0.703,17821440,17821440,1534,1.337,0.748,0.91,26
71164,160.687,119.126,160.687,119.126,347.996,260.373,3.402,0.716,18146820,18146820,1535,1.337,0.748,0.927,26
70406,161.415,119.393,161.415,119.393,346.328,258.84,4.435,0.708,17953530,17953530,1536,1.338,0.747,0.917,26
69717,160.884,120.395,160.884,120.395,344.172,257.913,3.797,0.701,17777835,17777835,1537,1.334,0.749,0.908,26
67514,160.688,119.819,160.688,119.819,339.144,253.466,6.009,0.679,17216070,17216070,1538,1.338,0.747,0.879,26
70685,159.039,120.752,159.039,120.752,345.82,260.248,3.099,0.711,18024675,18024675,1539,1.329,0.753,0.92,26
72481,161.099,119.869,161.099,119.869,350.241,263.492,2.491,0.729,18482655,18482655,1540,1.329,0.752,0.944,26
71914,159.926,119.314,159.926,119.314,348.225,262.944,2.073,0.723,18338070,18338070,1541,1.324,0.755,0.936,26
69956,159.986,120.189,159.986,120.189,343.093,259.611,2.199,0.704,17838780,17838780,1542,1.322,0.757,0.911,26
71686,161.405,119.338,161.405,119.338,347.797,262.433,2.043,0.721,18279930,18279930,1543,1.325,0.755,0.933,26
66465,161.848,120.388,161.848,120.388,336.665,251.365,5.715,0.669,16948575,16948575,1544,1.339,0.747,0.865,26
67451,162.125,120.481,162.125,120.481,340.131,252.495,5.918,0.679,17200005,17200005,1545,1.347,0.742,0.878,26
68081,160.838,120.553,160.838,120.553,341.072,254.15,4.482,0.685,17360655,17360655,1546,1.342,0.745,0.886,26
67638,160.659,119.8,160.659,119.8,340.566,252.871,5.667,0.68,17247690,17247690,1547,1.347,0.743,0.881,26
70028,160.397,120.261,160.397,120.261,344.194,259.047,3.612,0.704,17857140,17857140,1548,1.329,0.753,0.912,26
71206,160.335,120.067,160.335,120.067,347.405,260.97,3.101,0.716,18157530,18157530,1549,1.331,0.751,0.927,26
68222,158.7,119.513,158.7,119.513,339.974,255.498,4.048,0.686,17396610,17396610,1550,1.331,0.752,0.888,26
68381,161.278,119.515,161.278,119.515,341.676,254.819,4.828,0.688,17437155,17437155,1551,1.341,0.746,0.89,26
68468,161.011,119.8,161.011,119.8,341.823,255.033,4.819,0.689,17459340,17459340,1552,1.34,0.746,0.892,26
68457,159.744,121.453,159.744,121.453,341.456,255.266,5.148,0.689,17456535,17456535,1553,1.338,0.748,0.891,26
68341,160.386,120.704,160.386,120.704,342.074,254.373,5.113,0.688,17426955,17426955,1554,1.345,0.744,0.89,26
69714,160.93,120.485,160.93,120.485,344.137,257.928,3.219,0.701,17777070,17777070,1555,1.334,0.749,0.908,26
68218,160.228,120.29,160.228,120.29,340.788,254.873,5.192,0.686,17395590,17395590,1556,1.337,0.748,0.888,26
69272,159.536,120.804,159.536,120.804,344.178,256.262,5.04,0.697,17664360,17664360,1557,1.343,0.745,0.902,26
68575,160.451,119.068,160.451,119.068,341.507,255.668,4.367,0.69,17486625,17486625,1558,1.336,0.749,0.893,26
68793,159.993,119.266,159.993,119.266,341.397,256.564,4.516,0.692,17542215,17542215,1559,1.331,0.752,0.896,26
68913,161.658,118.978,161.658,118.978,342.856,255.917,4.289,0.693,17572815,17572815,1560,1.34,0.746,0.897,26
71262,160.75,120.452,160.75,120.452,348.118,260.64,3.855,0.717,18171810,18171810,1561,1.336,0.749,0.928,26
72719,160.472,121.672,160.472,121.672,351.894,263.116,2.191,0.732,18543345,18543345,1562,1.337,0.748,0.947,26
73800,159.525,120.527,159.525,120.527,353.965,265.465,1.534,0.742,18819000,18819000,1563,1.333,0.75,0.961,26
72054,160.741,121.284,160.741,121.284,349.992,262.126,3.208,0.725,18373770,18373770,1564,1.335,0.749,0.938,26
72329,159.699,119.806,159.699,119.806,349.627,263.401,2.289,0.728,18443895,18443895,1565,1.327,0.753,0.942,26
69642,160.015,121.265,160.015,121.265,345.508,256.639,5.228,0.701,17758710,17758710,1566,1.346,0.743,0.907,26
70545,159.943,121.294,159.943,121.294,346.845,258.965,2.693,0.71,17988975,17988975,1567,1.339,0.747,0.919,26
70384,160.504,121.026,160.504,121.026,346.08,258.945,3.302,0.708,17947920,17947920,1568,1.337,0.748,0.916,26
71009,161.781,120.537,161.781,120.537,348.444,259.472,5.525,0.714,18107295,18107295,1569,1.343,0.745,0.925,26
70245,159.326,117.514,159.326,117.514,347.521,257.362,179.99,0.707,17912475,17912475,1570,1.35,0.741,0.915,27
69492,160.329,116.522,160.329,116.522,346.363,255.454,179.66,0.699,17720460,17720460,1571,1.356,0.738,0.905,27
70580,160.419,116.846,160.419,116.846,349.619,257.037,179.766,0.71,17997900,17997900,1572,1.36,0.735,0.919,27
70951,160.403,117.383,160.403,117.383,349.742,258.298,179.838,0.714,18092505,18092505,1573,1.354,0.739,0.924,27
70308,159.662,117.205,159.662,117.205,348.755,256.681,0.158,0.707,17928540,17928540,1574,1.359,0.736,0.915,27
70482,159.55,116.614,159.55,116.614,348.619,257.417,0.42,0.709,17972910,17972910,1575,1.354,0.738,0.918,27
68492,159.902,116.278,159.902,116.278,344.842,252.889,0.097,0.689,17465460,17465460,1576,1.364,0.733,0.892,27
70290,161.047,117.12,161.047,117.12,347.959,257.203,179.637,0.707,17923950,17923950,1577,1.353,0.739,0.915,27
69607,161.222,116.684,161.222,116.684,346.831,255.532,179.454,0.7,17749785,17749785,1578,1.357,0.737,0.906,27
68815,160.804,116.031,160.804,116.031,344.869,254.062,179.526,0.692,17547825,17547825,1579,1.357,0.737,0.896,27
70199,160.95,117.814,160.95,117.814,347.082,257.519,179.669,0.706,17900745,17900745,1580,1.348,0.742,0.914,27
69282,160.984,116.097,160.984,116.097,346.266,254.754,179.464,0.697,17666910,17666910,1581,1.359,0.736,0.902,27
68946,160.886,116.177,160.886,116.177,344.962,254.476,179.81,0.694,17581230,17581230,1582,1.356,0.738,0.898,27
70979,160.995,117.225,160.995,117.225,349.854,258.317,179.398,0.714,18099645,18099645,1583,1.354,0.738,0.924,27
70480,160.772,116.7,160.772,116.7,349.373,256.854,179.443,0.709,17972400,17972400,1584,1.36,0.735,0.918,27
70226,161.444,116.219,161.444,116.219,349.573,255.782,179.058,0.706,17907630,17907630,1585,1.367,0.732,0.914,27
70942,160.76,118.2,160.76,118.2,349.284,258.604,179.626,0.714,18090210,18090210,1586,1.351,0.74,0.924,27
71156,160.094,117.024,160.094,117.024,350.375,258.576,179.916,0.716,18144780,18144780,1587,1.355,0.738,0.927,27
71045,160.257,117.214,160.257,117.214,350.18,258.317,179.722,0.715,18116475,18116475,1588,1.356,0.738,0.925,27
71839,159.722,118.157,159.722,118.157,351.146,260.485,0.217,0.723,18318945,18318945,1589,1.348,0.742,0.935,27
70099,161.526,116.905,161.526,116.905,347.888,256.556,179.265,0.705,17875245,17875245,1590,1.356,0.737,0.913,27
69661,160.978,116.485,160.978,116.485,347.465,255.263,179.487,0.701,17763555,17763555,1591,1.361,0.735,0.907,27
69275,161.623,116.261,161.623,116.261,345.394,255.371,179.3,0.697,17665125,17665125,1592,1.353,0.739,0.902,27
69934,160.389,116.456,160.389,116.456,347.495,256.242,179.682,0.704,17833170,17833170,1593,1.356,0.737,0.911,27
67921,158.42,117.832,158.42,117.832,341.054,253.566,0.148,0.683,17319855,17319855,1594,1.345,0.743,0.884,27
68123,160.933,117.239,160.933,117.239,342.935,252.925,179.502,0.685,17371365,17371365,1595,1.356,0.738,0.887,27
69127,160.146,116.113,160.146,116.113,346.178,254.249,179.763,0.695,17627385,17627385,1596,1.362,0.734,0.9,27
68738,160.501,115.977,160.501,115.977,345.5,253.314,179.626,0.691,17528190,17528190,1597,1.364,0.733,0.895,27
69292,160.283,116.277,160.283,116.277,346.469,254.642,179.989,0.697,17669460,17669460,1598,1.361,0.735,0.902,27
69473,159.744,116.449,159.744,116.449,347.242,254.738,179.987,0.699,17715615,17715615,1599,1.363,0.734,0.905,27
70654,160.701,117.496,160.701,117.496,349.03,257.741,179.591,0.711,18016770,18016770,1600,1.354,0.738,0.92,27
70326,160.706,116.572,160.706,116.572,348.31,257.075,179.614,0.707,17933130,17933130,1601,1.355,0.738,0.916,27
69361,160.685,117.864,160.685,117.864,345.606,255.531,179.91,0.698,17687055,17687055,1602,1.352,0.739,0.903,27
69900,161.1,116.329,161.1,116.329,347.652,256.001,179.714,0.703,17824500,17824500,1603,1.358,0.736,0.91,27
68764,161.442,117.237,161.442,117.237,344.379,254.234,179.655,0.692,17534820,17534820,1604,1.355,0.738,0.895,27
70341,161.05,116.709,161.05,116.709,349.574,256.201,179.523,0.708,17936955,17936955,1605,1.364,0.733,0.916,27
69736,160.8,116.515,160.8,116.515,348.073,255.092,179.52,0.702,17782680,17782680,1606,1.365,0.733,0.908,27
70239,160.822,116.818,160.822,116.818,348.778,256.412,179.601,0.707,17910945,17910945,1607,1.36,0.735,0.915,27
69119,161.015,118.171,161.015,118.171,343.978,255.845,179.798,0.695,17625345,17625345,1608,1.344,0.744,0.9,27
68730,160.412,116.952,160.412,116.952,344.749,253.836,179.784,0.691,17526150,17526150,1609,1.358,0.736,0.895,27
71078,159.389,120.813,159.389,120.813,349.162,259.19,179.96,0.715,18124890,18124890,1610,1.347,0.742,0.925,27
71180,160.575,122.812,160.575,122.812,350.07,258.889,0.339,0.716,18150900,18150900,1611,1.352,0.74,0.927,27
73351,159.906,122.001,159.906,122.001,355.583,262.648,179.88,0.738,18704505,18704505,1612,1.354,0.739,0.955,27
69117,156.326,121.317,156.326,121.317,343.127,256.472,179.214,0.695,17624835,17624835,1613,1.338,0.747,0.9,27
71649,160.688,121.548,160.688,121.548,349.49,261.027,0.297,0.721,18270495,18270495,1614,1.339,0.747,0.933,27
71448,160.712,121.367,160.712,121.367,349.508,260.282,0.204,0.719,18219240,18219240,1615,1.343,0.745,0.93,27
71335,160.687,122.963,160.687,122.963,351.172,258.638,0.471,0.718,18190425,18190425,1616,1.358,0.737,0.929,27
67946,160.612,122.473,160.612,122.473,341.664,253.206,179.997,0.684,17326230,17326230,1617,1.349,0.741,0.885,27
68303,160.52,123.111,160.52,123.111,343.078,253.488,0.254,0.687,17417265,17417265,1618,1.353,0.739,0.889,27
72111,162.252,121.425,162.252,121.425,350.454,261.988,0.68,0.725,18388305,18388305,1619,1.338,0.748,0.939,27
71307,161.319,123.181,161.319,123.181,350.363,259.134,0.664,0.717,18183285,18183285,1620,1.352,0.74,0.928,27
72977,160.226,121.192,160.226,121.192,352.919,263.282,0.121,0.734,18609135,18609135,1621,1.34,0.746,0.95,27
71779,157.883,120.337,157.883,120.337,350.147,261.01,179.983,0.722,18303645,18303645,1622,1.342,0.745,0.935,27
67236,160.861,120.659,160.861,120.659,336.514,254.395,0.57,0.676,17145180,17145180,1623,1.323,0.756,0.875,28
66477,162.286,120.48,162.286,120.48,334.386,253.124,178.723,0.669,16951635,16951635,1624,1.321,0.757,0.866,28
66033,161.966,120.818,161.966,120.818,335.21,250.815,178.364,0.664,16838415,16838415,1625,1.336,0.748,0.86,28
64886,162.116,120.612,162.116,120.612,331.368,249.316,2.098,0.653,16545930,16545930,1626,1.329,0.752,0.845,28
66183,161.829,117.922,161.829,117.922,335.852,250.904,1.359,0.666,16876665,16876665,1627,1.339,0.747,0.862,28
67299,160.883,120.255,160.883,120.255,337.611,253.806,179.875,0.677,17161245,17161245,1628,1.33,0.752,0.876,28
67513,157.45,119.243,157.45,119.243,336.743,255.27,179.662,0.679,17215815,17215815,1629,1.319,0.758,0.879,28
65667,156.999,121.055,156.999,121.055,330.934,252.648,179.615,0.661,16745085,16745085,1630,1.31,0.763,0.855,28
64820,157.184,121.991,157.184,121.991,329.845,250.213,0.606,0.652,16529100,16529100,1631,1.318,0.759,0.844,28
66558,162.933,120.053,162.933,120.053,333.407,254.177,178.342,0.67,16972290,16972290,1632,1.312,0.762,0.867,28
65677,161.374,120.974,161.374,120.974,332.91,251.187,178.357,0.661,16747635,16747635,1633,1.325,0.755,0.855,28
64611,163.679,118.485,163.679,118.485,329.329,249.796,1.092,0.65,16475805,16475805,1634,1.318,0.758,0.841,28
65812,162.499,120.008,162.499,120.008,332.99,251.643,2.747,0.662,16782060,16782060,1635,1.323,0.756,0.857,28
65597,162.051,119.162,162.051,119.162,332.311,251.333,179.295,0.66,16727235,16727235,1636,1.322,0.756,0.854,28
66441,161.212,120.679,161.212,120.679,336.07,251.719,179.027,0.668,16942455,16942455,1637,1.335,0.749,0.865,28
66191,160.523,119.606,160.523,119.606,335.442,251.242,1.782,0.666,16878705,16878705,1638,1.335,0.749,0.862,28
64503,164.889,120.799,164.889,120.799,329.001,249.628,2.163,0.649,16448265,16448265,1639,1.318,0.759,0.84,28
66438,163.56,119.854,163.56,119.854,335.133,252.412,178.621,0.668,16941690,16941690,1640,1.328,0.753,0.865,28
65286,160.834,120.898,160.834,120.898,333.683,249.113,1.417,0.657,16647930,16647930,1641,1.339,0.747,0.85,28
65518,161.047,121.396,161.047,121.396,335.139,248.912,177.897,0.659,16707090,16707090,1642,1.346,0.743,0.853,28
65440,163.142,120.056,163.142,120.056,331.107,251.643,1.508,0.658,16687200,16687200,1643,1.316,0.76,0.852,28
66545,162.467,119.762,162.467,119.762,336.158,252.048,178.123,0.669,16968975,16968975,1644,1.334,0.75,0.866,28
67410,160.23,121.529,160.23,121.529,339.287,252.969,1.53,0.678,17189550,17189550,1645,1.341,0.746,0.878,28
66514,161.518,120.658,161.518,120.658,335.717,252.261,177.978,0.669,16961070,16961070,1646,1.331,0.751,0.866,28
64351,163.843,120.8,163.843,120.8,329.138,248.936,2.093,0.647,16409505,16409505,1647,1.322,0.756,0.838,28
66443,162.168,120.934,162.168,120.934,335.723,251.987,179.142,0.668,16942965,16942965,1648,1.332,0.751,0.865,28
66716,161.326,119.449,161.326,119.449,336.495,252.442,2.094,0.671,17012580,17012580,1649,1.333,0.75,0.869,28
64160,160.426,120.392,160.426,120.392,328.852,248.413,179.265,0.645,16360800,16360800,1650,1.324,0.755,0.835,28
63726,161.241,121.128,161.241,121.128,327.011,248.121,0.353,0.641,16250130,16250130,1651,1.318,0.759,0.83,28
64607,161.142,121.037,161.142,121.037,330.254,249.082,0.277,0.65,16474785,16474785,1652,1.326,0.754,0.841,28
63768,161.379,120.285,161.379,120.285,328.351,247.272,0.076,0.641,16260840,16260840,1653,1.328,0.753,0.83,28
63310,164.099,122.101,164.099,122.101,325.878,247.359,178.854,0.633,16144050,16144050,1654,1.317,0.759,0.824,28
63864,161.863,119.982,161.863,119.982,327.585,248.223,179.115,0.642,16285320,16285320,1655,1.32,0.758,0.832,28
63259,163.497,121.533,163.497,121.533,326.352,246.801,177.68,0.636,16131045,16131045,1656,1.322,0.756,0.824,28
63692,163.911,120.395,163.911,120.395,325.575,249.083,2.396,0.641,16241460,16241460,1657,1.307,0.765,0.829,28
63206,163.435,120.936,163.435,120.936,323.257,248.955,1.337,0.636,16117530,16117530,1658,1.298,0.77,0.823,28
62965,164.507,120.933,164.507,120.933,325.649,246.184,3.155,0.633,16056075,16056075,1659,1.323,0.756,0.82,28
65726,163.288,120.948,163.288,120.948,332.148,251.951,178.888,0.661,16760130,16760130,1660,1.318,0.759,0.856,28
62467,164.014,121.676,164.014,121.676,323.621,245.767,3.723,0.628,15929085,15929085,1661,1.317,0.759,0.813,28
64112,163.097,121.849,163.097,121.849,327.095,249.56,178.853,0.645,16348560,16348560,1662,1.311,0.763,0.835,28
63273,163.37,121.186,163.37,121.186,326.182,246.984,177.609,0.637,16134615,16134615,1663,1.321,0.757,0.824,28
62538,164.087,118.445,164.087,118.445,323.449,246.177,3.064,0.629,15947190,15947190,1664,1.314,0.761,0.814,28
62930,164.112,120.219,164.112,120.219,325.617,246.072,3.878,0.633,16047150,16047150,1665,1.323,0.756,0.819,28
62806,163.334,120.079,163.334,120.079,326.451,244.959,3.83,0.632,16015530,16015530,1666,1.333,0.75,0.818,28
65057,161.935,121.065,161.935,121.065,332.13,249.4,2.215,0.654,16589535,16589535,1667,1.332,0.751,0.847,28
63631,163.502,119.142,163.502,119.142,326.108,248.438,178.355,0.64,16225905,16225905,1668,1.313,0.762,0.829,28
62975,165.44,120.694,165.44,120.694,325.818,246.095,177.115,0.634,16058625,16058625,1669,1.324,0.755,0.82,28
64822,164.727,121.24,164.727,121.24,328.713,251.082,1.723,0.652,16529610,16529610,1670,1.309,0.764,0.844,28
62220,165.842,119.635,165.842,119.635,323.39,244.97,3.521,0.626,15866100,15866100,1671,1.32,0.758,0.81,28
63356,163.128,120.906,163.128,120.906,325.686,247.685,177.491,0.637,16155780,16155780,1672,1.315,0.761,0.825,28
64538,163.459,121.435,163.459,121.435,328.344,250.263,179.56,0.649,16457190,16457190,1673,1.312,0.762,0.84,28
62124,163.118,120.31,163.118,120.31,323.175,244.755,178.148,0.625,15841620,15841620,1674,1.32,0.757,0.809,28
65306,163.241,121.026,163.241,121.026,329.649,252.239,1.18,0.657,16653030,16653030,1675,1.307,0.765,0.85,28
62634,164.219,121.382,164.219,121.382,325.418,245.064,3.271,0.63,15971670,15971670,1676,1.328,0.753,0.816,28
63751,163.083,119.414,163.083,119.414,324.996,249.758,2.018,0.641,16256505,16256505,1677,1.301,0.768,0.83,28
68116,160.835,120.082,160.835,120.082,339.627,255.362,4.115,0.685,17369580,17369580,1678,1.33,0.752,0.887,29
69703,159.467,120.6,159.467,120.6,344.136,257.888,3.529,0.701,17774265,17774265,1679,1.334,0.749,0.908,29
66726,159.458,121.352,159.458,121.352,335.358,253.335,4.147,0.671,17015130,17015130,1680,1.324,0.755,0.869,29
63844,157.308,121.572,157.308,121.572,331.088,245.52,6.226,0.642,16280220,16280220,1681,1.349,0.742,0.831,29
69339,161.253,120.813,161.253,120.813,343.644,256.909,4.536,0.698,17681445,17681445,1682,1.338,0.748,0.903,29
67990,160.096,120.435,160.096,120.435,338.148,256.005,176.472,0.684,17337450,17337450,1683,1.321,0.757,0.885,29
67349,159.757,121.312,159.757,121.312,338.171,253.574,175.549,0.678,17173995,17173995,1684,1.334,0.75,0.877,29
66153,159.21,119.694,159.21,119.694,335.585,250.99,175.362,0.665,16869015,16869015,1685,1.337,0.748,0.861,29
67764,160.084,120.421,160.084,120.421,339.265,254.314,175.916,0.682,17279820,17279820,1686,1.334,0.75,0.882,29
66668,159.807,121.064,159.807,121.064,337.734,251.335,174.807,0.671,17000340,17000340,1687,1.344,0.744,0.868,29
67002,159.095,120.458,159.095,120.458,338.026,252.376,175.093,0.674,17085510,17085510,1688,1.339,0.747,0.872,29
69296,160.906,120.507,160.906,120.507,343.425,256.913,176.815,0.697,17670480,17670480,1689,1.337,0.748,0.902,29
65189,159.77,120.248,159.77,120.248,333.95,248.544,6.613,0.656,16623195,16623195,1690,1.344,0.744,0.849,29
68198,160.274,120.644,160.274,120.644,339.165,256.018,3.515,0.686,17390490,17390490,1691,1.325,0.755,0.888,29
67037,160.071,119.198,160.071,119.198,336.452,253.689,4.907,0.674,17094435,17094435,1692,1.326,0.754,0.873,29
68567,160.33,119.988,160.33,119.988,341.402,255.717,4.223,0.69,17484585,17484585,1693,1.335,0.749,0.893,29
66406,158.51,118.938,158.51,118.938,335.242,252.208,4.99,0.668,16933530,16933530,1694,1.329,0.752,0.865,29
66503,159.435,120.956,159.435,120.956,337.181,251.124,5.178,0.669,16958265,16958265,1695,1.343,0.745,0.866,29
65467,158.386,120.654,158.386,120.654,335.212,248.664,6.749,0.659,16694085,16694085,1696,1.348,0.742,0.852,29
66880,159.947,120.403,159.947,120.403,337.05,252.646,5.07,0.673,17054400,17054400,1697,1.334,0.75,0.871,29
66470,159.291,120.967,159.291,120.967,336.44,251.552,5.077,0.669,16949850,16949850,1698,1.337,0.748,0.865,29
67835,159.884,120.547,159.884,120.547,338.955,254.813,4.593,0.682,17297925,17297925,1699,1.33,0.752,0.883,29
66020,160.322,121.917,160.322,121.917,334.973,250.944,5.526,0.664,16835100,16835100,1700,1.335,0.749,0.86,29
67940,160.978,120.142,160.978,120.142,339.094,255.103,4.025,0.683,17324700,17324700,1701,1.329,0.752,0.885,29
68645,160.253,120.475,160.253,120.475,342.29,255.344,3.907,0.691,17504475,17504475,1702,1.341,0.746,0.894,29
64620,159.612,119.305,159.612,119.305,332.552,247.41,7.256,0.65,16478100,16478100,1703,1.344,0.744,0.841,29
66424,158.704,120.578,158.704,120.578,336.465,251.36,4.799,0.668,16938120,16938120,1704,1.339,0.747,0.865,29
68356,159.262,120.94,159.262,120.94,341.282,255.019,4.202,0.688,17430780,17430780,1705,1.338,0.747,0.89,29
67313,158.633,118.782,158.633,118.782,338.197,253.419,5.468,0.676,17164815,17164815,1706,1.335,0.749,0.876,29
64406,159,119.687,159,119.687,330.602,248.045,5.715,0.648,16423530,16423530,1707,1.333,0.75,0.839,29
68165,159.525,120.193,159.525,120.193,340.41,254.958,4.814,0.686,17382075,17382075,1708,1.335,0.749,0.888,29
66596,159.967,121.597,159.967,121.597,337.415,251.301,5.411,0.67,16981980,16981980,1709,1.343,0.745,0.867,29
65062,158.904,120.186,158.904,120.186,333.248,248.582,6.088,0.655,16590810,16590810,1710,1.341,0.746,0.847,29
66529,158.523,120.755,158.523,120.755,335.918,252.166,3.765,0.669,16964895,16964895,1711,1.332,0.751,0.866,29
66332,158.371,122.951,158.371,122.951,335.425,251.79,3.605,0.667,16914660,16914660,1712,1.332,0.751,0.864,29
65983,159.132,121.997,159.132,121.997,334.809,250.926,4.247,0.664,16825665,16825665,1713,1.334,0.749,0.859,29
62583,158.081,120.807,158.081,120.807,326.506,244.048,6.592,0.629,15958665,15958665,1714,1.338,0.747,0.815,29
66453,158.149,119.507,158.149,119.507,335.82,251.952,4.862,0.669,16945515,16945515,1715,1.333,0.75,0.865,29
66342,159.904,119.69,159.904,119.69,335.792,251.552,4.951,0.667,16917210,16917210,1716,1.335,0.749,0.864,29
