Area,X,Y,XM,YM,Major,Minor,Angle,Circ.,IntDen,RawIntDen,Slice,AR,Round,Solidity,especie
70894,160.708,121.631,160.708,121.631,345.916,260.945,2.653,0.713,18077970,18077970,1425,1.326,0.754,0.923,24
70775,161.642,120.4,161.642,120.4,344.826,261.33,2.815,0.712,18047625,18047625,1426,1.32,0.758,0.922,24
70784,162.931,119.608,162.931,119.608,344.969,261.255,2.723,0.712,18049920,18049920,1427,1.32,0.757,0.922,24
70950,163.273,120.482,163.273,120.482,345.087,261.779,177.197,0.714,18092250,18092250,1428,1.318,0.759,0.924,24
72171,161.056,117.869,161.056,117.869,350.113,262.461,177.598,0.726,18403605,18403605,1429,1.334,0.75,0.94,24
71542,161.134,118.714,161.134,118.714,349.202,260.852,176.715,0.72,18243210,18243210,1430,1.339,0.747,0.932,24
70738,161.861,118.939,161.861,118.939,346.271,260.104,176.401,0.712,18038190,18038190,1431,1.331,0.751,0.921,24
71205,161.352,118.086,161.352,118.086,348.713,259.988,176.341,0.716,18157275,18157275,1432,1.341,0.746,0.927,24
70580,160.226,117.051,160.226,117.051,346.246,259.542,176.653,0.71,17997900,17997900,1433,1.334,0.75,0.919,24
71322,160.478,122.714,160.478,122.714,348.515,260.563,3.186,0.717,18187110,18187110,1434,1.338,0.748,0.929,24
72636,162.486,118.931,162.486,118.931,348.97,265.017,0.535,0.731,18522180,18522180,1435,1.317,0.759,0.946,24
70743,162.327,119.131,162.327,119.131,346.175,260.194,2.167,0.712,18039465,18039465,1436,1.33,0.752,0.921,24
70019,161.101,121.874,161.101,121.874,344.946,258.449,3.447,0.704,17854845,17854845,1437,1.335,0.749,0.912,24
71012,162.862,118.835,162.862,118.835,344.709,262.294,1.962,0.714,18108060,18108060,1438,1.314,0.761,0.925,24
71837,161.117,121.16,161.117,121.16,348.647,262.345,2.805,0.723,18318435,18318435,1439,1.329,0.752,0.935,24
71064,163.685,118.488,163.685,118.488,345.567,261.835,1.74,0.715,18121320,18121320,1440,1.32,0.758,0.925,24
70554,163.79,119.538,163.79,119.538,344.603,260.683,3.517,0.71,17991270,17991270,1441,1.322,0.756,0.919,24
71667,161.48,122.059,161.48,122.059,349.325,261.216,3.417,0.721,18275085,18275085,1442,1.337,0.748,0.933,24
70111,162.031,121.362,162.031,121.362,345.195,258.602,3.99,0.705,17878305,17878305,1443,1.335,0.749,0.913,24
70036,161.891,120.316,161.891,120.316,344.335,258.971,4.303,0.705,17859180,17859180,1444,1.33,0.752,0.912,24
70690,163.3,119.229,163.3,119.229,345.233,260.709,2.836,0.711,18025950,18025950,1445,1.324,0.755,0.92,24
71022,162.467,121.092,162.467,121.092,345.891,261.435,3.805,0.714,18110610,18110610,1446,1.323,0.756,0.925,24
70931,162.793,120.114,162.793,120.114,345.496,261.399,3.295,0.714,18087405,18087405,1447,1.322,0.757,0.924,24
70752,161.354,121.211,161.354,121.211,345.568,260.684,3.21,0.712,18041760,18041760,1448,1.326,0.754,0.921,24
71243,160.487,122.274,160.487,122.274,347.227,261.24,2.827,0.717,18166965,18166965,1449,1.329,0.752,0.928,24
70300,161.499,120.903,161.499,120.903,345.644,258.962,4.023,0.707,17926500,17926500,1450,1.335,0.749,0.915,24
70186,159.397,117.756,159.397,117.756,346.223,258.11,3.992,0.706,17897430,17897430,1451,1.341,0.746,0.914,24
70489,161.721,123.215,161.721,123.215,347.644,258.165,3.97,0.709,17974695,17974695,1452,1.347,0.743,0.918,24
70807,160.932,122.286,160.932,122.286,347.876,259.156,2.847,0.712,18055785,18055785,1453,1.342,0.745,0.922,24
70004,162.646,119.743,162.646,119.743,343.706,259.326,3.455,0.704,17851020,17851020,1454,1.325,0.754,0.912,24
69347,159.397,118.724,159.397,118.724,344.372,256.395,4.116,0.698,17683485,17683485,1455,1.343,0.745,0.903,24
71645,160.265,121.503,160.265,121.503,348.836,261.502,2.135,0.721,18269475,18269475,1456,1.334,0.75,0.933,24
69797,163.03,121.037,163.03,121.037,343.904,258.41,4.163,0.702,17798235,17798235,1457,1.331,0.751,0.909,24
72348,160.612,121.822,160.612,121.822,351.822,261.827,1.83,0.728,18448740,18448740,1458,1.344,0.744,0.942,24
70095,159.931,121.297,159.931,121.297,345.64,258.21,3.455,0.705,17874225,17874225,1459,1.339,0.747,0.913,24
70738,160.358,120.424,160.358,120.424,347.534,259.158,2.666,0.712,18038190,18038190,1460,1.341,0.746,0.921,24
69375,159.012,121.689,159.012,121.689,345.194,255.888,3.124,0.698,17690625,17690625,1461,1.349,0.741,0.903,24
69085,160.806,121.37,160.806,121.37,343.186,256.309,4.036,0.695,17616675,17616675,1462,1.339,0.747,0.9,24
69914,161.78,121.754,161.78,121.754,345.081,257.961,3.97,0.703,17828070,17828070,1463,1.338,0.748,0.91,24
70275,160.287,119.8,160.287,119.8,342.721,261.078,179.973,0.707,17920125,17920125,1464,1.313,0.762,0.915,25
70156,160.086,119.811,160.086,119.811,341.793,261.344,179.984,0.706,17889780,17889780,1465,1.308,0.765,0.913,25
69553,161.706,118.544,161.706,118.544,342.662,258.44,3.099,0.7,17736015,17736015,1466,1.326,0.754,0.906,25
69443,161.488,118.129,161.488,118.129,342.412,258.22,2.694,0.699,17707965,17707965,1467,1.326,0.754,0.904,25
68381,161.955,120.057,161.955,120.057,339.049,256.793,3.783,0.688,17437155,17437155,1468,1.32,0.757,0.89,25
67639,162.814,119.909,162.814,119.909,337.409,255.241,4.442,0.68,17247945,17247945,1469,1.322,0.756,0.881,25
68103,161.131,120.44,161.131,120.44,338.798,255.938,3.21,0.685,17366265,17366265,1470,1.324,0.755,0.887,25
67840,161.803,119.134,161.803,119.134,338.263,255.353,4.123,0.682,17299200,17299200,1471,1.325,0.755,0.883,25
68098,163.582,119.891,163.582,119.891,339.635,255.289,5.011,0.685,17364990,17364990,1472,1.33,0.752,0.887,25
67665,161.492,121.59,161.492,121.59,340.183,253.257,6.069,0.681,17254575,17254575,1473,1.343,0.744,0.881,25
68771,161.835,121.433,161.835,121.433,341.25,256.592,4.378,0.692,17536605,17536605,1474,1.33,0.752,0.895,25
67448,162.946,121.338,162.946,121.338,338.085,254.012,5.915,0.679,17199240,17199240,1475,1.331,0.751,0.878,25
67501,159.126,120.059,159.126,120.059,338.866,253.625,6.335,0.679,17212755,17212755,1476,1.336,0.748,0.879,25
67540,162.365,121.025,162.365,121.025,339.447,253.337,6.809,0.679,17222700,17222700,1477,1.34,0.746,0.879,25
68997,161.904,121.46,161.904,121.46,342.153,256.756,5.15,0.694,17594235,17594235,1478,1.333,0.75,0.898,25
68778,162.601,121.596,162.601,121.596,341.391,256.512,4.921,0.692,17538390,17538390,1479,1.331,0.751,0.896,25
66777,163.546,121.311,163.546,121.311,335.974,253.064,5.227,0.672,17028135,17028135,1480,1.328,0.753,0.869,25
67949,162.18,120.792,162.18,120.792,339.364,254.934,5.315,0.684,17326995,17326995,1481,1.331,0.751,0.885,25
68159,161.06,120.528,161.06,120.528,340.343,254.986,5.048,0.686,17380545,17380545,1482,1.335,0.749,0.887,25
67578,163.501,119.504,163.501,119.504,338.712,254.03,4.87,0.68,17232390,17232390,1483,1.333,0.75,0.88,25
68316,162.488,121.385,162.488,121.385,341.31,254.849,5.518,0.687,17420580,17420580,1484,1.339,0.747,0.89,25
68176,162.182,120.521,162.182,120.521,339.551,255.645,5.114,0.686,17384880,17384880,1485,1.328,0.753,0.888,25
66714,161.282,119.913,161.282,119.913,336.174,252.676,4.866,0.671,17012070,17012070,1486,1.33,0.752,0.869,25
68880,162.796,121.178,162.796,121.178,342.065,256.386,5.647,0.693,17564400,17564400,1487,1.334,0.75,0.897,25
65573,159.453,118.316,159.453,118.316,331.871,251.574,5.406,0.66,16721115,16721115,1488,1.319,0.758,0.854,25
68069,162.488,120.812,162.488,120.812,340.126,254.812,5.419,0.685,17357595,17357595,1489,1.335,0.749,0.886,25
68589,163.282,121.843,163.282,121.843,341.198,255.951,5.689,0.69,17490195,17490195,1490,1.333,0.75,0.893,25
68149,162.243,120.226,162.243,120.226,340.425,254.887,5.327,0.686,17377995,17377995,1491,1.336,0.749,0.887,25
67922,162.626,121.627,162.626,121.627,339.949,254.394,6.058,0.683,17320110,17320110,1492,1.336,0.748,0.884,25
68518,163.059,119.827,163.059,119.827,341.268,255.634,4.887,0.689,17472090,17472090,1493,1.335,0.749,0.892,25
65933,160.258,118.794,160.258,118.794,336.181,249.712,7.067,0.663,16812915,16812915,1494,1.346,0.743,0.859,25
72069,159.875,120.105,159.875,120.105,347.962,263.71,179.697,0.725,18377595,18377595,1495,1.319,0.758,0.938,25
70422,158.23,121.444,158.23,121.444,345.349,259.633,2.087,0.708,17957610,17957610,1496,1.33,0.752,0.917,25
69287,161.782,121.319,161.782,121.319,343.095,257.127,4.097,0.697,17668185,17668185,1497,1.334,0.749,0.902,25
68889,160.881,121.937,160.881,121.937,343.81,255.118,5.04,0.693,17566695,17566695,1498,1.348,0.742,0.897,25
69659,161.643,121.518,161.643,121.518,344.273,257.623,3.922,0.701,17763045,17763045,1499,1.336,0.748,0.907,25
69976,158.537,120.114,158.537,120.114,344.212,258.841,2.474,0.704,17843880,17843880,1500,1.33,0.752,0.911,25
69438,162.577,121.71,162.577,121.71,343.887,257.094,4.955,0.699,17706690,17706690,1501,1.338,0.748,0.904,25
71220,159.617,120.867,159.617,120.867,346.915,261.39,1.647,0.716,18161100,18161100,1502,1.327,0.753,0.927,25
69830,160.167,120.463,160.167,120.463,343.188,259.072,2.787,0.702,17806650,17806650,1503,1.325,0.755,0.909,25
70551,160.033,120.79,160.033,120.79,345.4,260.07,2.143,0.71,17990505,17990505,1504,1.328,0.753,0.919,25
68915,161.047,122.444,161.047,122.444,343.387,255.529,4.217,0.693,17573325,17573325,1505,1.344,0.744,0.897,25
69890,161.474,121.799,161.474,121.799,343.029,259.415,3.29,0.703,17821950,17821950,1506,1.322,0.756,0.91,25
69741,161.528,121.656,161.528,121.656,345.794,256.791,4.437,0.702,17783955,17783955,1507,1.347,0.743,0.908,25
67732,162.011,119.189,162.011,119.189,338.185,255.005,174.657,0.681,17271660,17271660,1508,1.326,0.754,0.882,25
66727,161.012,121.277,161.012,121.277,336.977,252.123,173.869,0.671,17015385,17015385,1509,1.337,0.748,0.869,25
66805,162.339,120.583,162.339,120.583,337.091,252.332,174.394,0.672,17035275,17035275,1510,1.336,0.749,0.87,25
68045,158.039,120.763,158.039,120.763,340.979,254.085,174.618,0.685,17351475,17351475,1511,1.342,0.745,0.886,25
69191,161.678,119.502,161.678,119.502,341.029,258.327,176.372,0.696,17643705,17643705,1512,1.32,0.757,0.901,25
68755,161.135,121.248,161.135,121.248,340.764,256.898,176.125,0.692,17532525,17532525,1513,1.326,0.754,0.895,25
68784,161.314,120.579,161.314,120.579,340.883,256.916,176.276,0.692,17539920,17539920,1514,1.327,0.754,0.896,25
66423,161.801,121.521,161.801,121.521,335.314,252.219,174.395,0.668,16937865,16937865,1515,1.329,0.752,0.865,25
68353,162.853,120.866,162.853,120.866,340.517,255.581,176.432,0.688,17430015,17430015,1516,1.332,0.751,0.89,25
67745,161.509,119.441,161.509,119.441,339.605,253.988,174.475,0.682,17274975,17274975,1517,1.337,0.748,0.882,25
73136,160.528,119.733,160.528,119.733,352.346,264.284,2.248,0.736,18649680,18649680,1518,1.333,0.75,0.952,26
72191,161.337,119.108,161.337,119.108,349.582,262.933,2.2,0.726,18408705,18408705,1519,1.33,0.752,0.94,26
70654,160.472,119.384,160.472,119.384,345.303,260.523,2.664,0.711,18016770,18016770,1520,1.325,0.754,0.92,26
68589,161.442,119.399,161.442,119.399,340.62,256.386,4.249,0.69,17490195,17490195,1521,1.329,0.753,0.893,26
70689,160.122,120.911,160.122,120.911,346.964,259.405,3.457,0.711,18025695,18025695,1522,1.338,0.748,0.92,26
71040,161.18,118.888,161.18,118.888,347.434,260.34,3.446,0.715,18115200,18115200,1523,1.335,0.749,0.925,26
67871,160.705,120.342,160.705,120.342,341.478,253.065,5.374,0.683,17307105,17307105,1524,1.349,0.741,0.884,26
71032,161.378,119.924,161.378,119.924,346.818,260.773,3.286,0.715,18113160,18113160,1525,1.33,0.752,0.925,26
69475,159.188,120.137,159.188,120.137,343.28,257.686,3.768,0.699,17716125,17716125,1526,1.332,0.751,0.905,26
70875,161.744,118.727,161.744,118.727,346.612,260.351,3.674,0.713,18073125,18073125,1527,1.331,0.751,0.923,26
69323,161.37,119.539,161.37,119.539,343.948,256.623,3.429,0.697,17677365,17677365,1528,1.34,0.746,0.903,26
71441,160.074,119.351,160.074,119.351,348.636,260.907,3.459,0.719,18217455,18217455,1529,1.336,0.748,0.93,26
70595,159.526,119.4,159.526,119.4,346.203,259.629,3.549,0.71,18001725,18001725,1530,1.333,0.75,0.919,26
69287,160.162,120.113,160.162,120.113,343.022,257.182,4.187,0.697,17668185,17668185,1531,1.334,0.75,0.902,26
71806,159.743,119.371,159.743,119.371,349.078,261.908,2.675,0.722,18310530,18310530,1532,1.333,0.75,0.935,26
68946,159.911,119.097,159.911,119.097,342.187,256.54,5.194,0.694,17581230,17581230,1533,1.334,0.75,0.898,26
69888,159.281,121.149,159.281,121.149,344.949,257.963,4.779,0.703,17821440,17821440,1534,1.337,0.748,0.91,26
71164,160.687,119.126,160.687,119.126,347.996,260.373,3.402,0.716,18146820,18146820,1535,1.337,0.748,0.927,26
70406,161.415,119.393,161.415,119.393,346.328,258.84,4.435,0.708,17953530,17953530,1536,1.338,0.747,0.917,26
69717,160.884,120.395,160.884,120.395,344.172,257.913,3.797,0.701,17777835,17777835,1537,1.334,0.749,0.908,26
67514,160.688,119.819,160.688,119.819,339.144,253.466,6.009,0.679,17216070,17216070,1538,1.338,0.747,0.879,26
70685,159.039,120.752,159.039,120.752,345.82,260.248,3.099,0.711,18024675,18024675,1539,1.329,0.753,0.92,26
72481,161.099,119.869,161.099,119.869,350.241,263.492,2.491,0.729,18482655,18482655,1540,1.329,0.752,0.944,26
71914,159.926,119.314,159.926,119.314,348.225,262.944,2.073,0.723,18338070,18338070,1541,1.324,0.755,0.936,26
69956,159.986,120.189,159.986,120.189,343.093,259.611,2.199,0.704,17838780,17838780,1542,1.322,0.757,0.911,26
71686,161.405,119.338,161.405,119.338,347.797,262.433,2.043,0.721,18279930,18279930,1543,1.325,0.755,0.933,26
66465,161.848,120.388,161.848,120.388,336.665,251.365,5.715,0.669,16948575,16948575,1544,1.339,0.747,0.865,26
67451,162.125,120.481,162.125,120.481,340.131,252.495,5.918,0.679,17200005,17200005,1545,1.347,0.742,0.878,26
68081,160.838,120.553,160.838,120.553,341.072,254.15,4.482,0.685,17360655,17360655,1546,1.342,0.745,0.886,26
67638,160.659,119.8,160.659,119.8,340.566,252.871,5.667,0.68,17247690,17247690,1547,1.347,0.743,0.881,26
70028,160.397,120.261,160.397,120.261,344.194,259.047,3.612,0.704,17857140,17857140,1548,1.329,0.753,0.912,26
71206,160.335,120.067,160.335,120.067,347.405,260.97,3.101,0.716,18157530,18157530,1549,1.331,0.751,0.927,26
68222,158.7,119.513,158.7,119.513,339.974,255.498,4.048,0.686,17396610,17396610,1550,1.331,0.752,0.888,26
68381,161.278,119.515,161.278,119.515,341.676,254.819,4.828,0.688,17437155,17437155,1551,1.341,0.746,0.89,26
68468,161.011,119.8,161.011,119.8,341.823,255.033,4.819,0.689,17459340,17459340,1552,1.34,0.746,0.892,26
68457,159.744,121.453,159.744,121.453,341.456,255.266,5.148,0.689,17456535,17456535,1553,1.338,0.748,0.891,26
68341,160.386,120.704,160.386,120.704,342.074,254.373,5.113,0.688,17426955,17426955,1554,1.345,0.744,0.89,26
69714,160.93,120.485,160.93,120.485,344.137,257.928,3.219,0.701,17777070,17777070,1555,1.334,0.749,0.908,26
68218,160.228,120.29,160.228,120.29,340.788,254.873,5.192,0.686,17395590,17395590,1556,1.337,0.748,0.888,26
69272,159.536,120.804,159.536,120.804,344.178,256.262,5.04,0.697,17664360,17664360,1557,1.343,0.745,0.902,26
68575,160.451,119.068,160.451,119.068,341.507,255.668,4.367,0.69,17486625,17486625,1558,1.336,0.749,0.893,26
68793,159.993,119.266,159.993,119.266,341.397,256.564,4.516,0.692,17542215,17542215,1559,1.331,0.752,0.896,26
68913,161.658,118.978,161.658,118.978,342.856,255.917,4.289,0.693,17572815,17572815,1560,1.34,0.746,0.897,26
71262,160.75,120.452,160.75,120.452,348.118,260.64,3.855,0.717,18171810,18171810,1561,1.336,0.749,0.928,26
72719,160.472,121.672,160.472,121.672,351.894,263.116,2.191,0.732,18543345,18543345,1562,1.337,0.748,0.947,26
73800,159.525,120.527,159.525,120.527,353.965,265.465,1.534,0.742,18819000,18819000,1563,1.333,0.75,0.961,26
72054,160.741,121.284,160.741,121.284,349.992,262.126,3.208,0.725,18373770,18373770,1564,1.335,0.749,0.938,26
72329,159.699,119.806,159.699,119.806,349.627,263.401,2.289,0.728,18443895,18443895,1565,1.327,0.753,0.942,26
69642,160.015,121.265,160.015,121.265,345.508,256.639,5.228,0.701,17758710,17758710,1566,1.346,0.743,0.907,26
70545,159.943,121.294,159.943,121.294,346.845,258.965,2.693,0.71,17988975,17988975,1567,1.339,0.747,0.919,26
70384,160.504,121.026,160.504,121.026,346.08,258.945,3.302,0.708,17947920,17947920,1568,1.337,0.748,0.916,26
71009,161.781,120.537,161.781,120.537,348.444,259.472,5.525,0.714,18107295,18107295,1569,1.343,0.745,0.925,26
70245,159.326,117.514,159.326,117.514,347.521,257.362,179.99,0.707,17912475,17912475,1570,1.35,0.741,0.915,27
69492,160.329,116.522,160.329,116.522,346.363,255.454,179.66,0.699,17720460,17720460,1571,1.356,0.738,0.905,27
70580,160.419,116.846,160.419,116.846,349.619,257.037,179.766,0.71,17997900,17997900,1572,1.36,0.735,0.919,27
70951,160.403,117.383,160.403,117.383,349.742,258.298,179.838,0.714,18092505,18092505,1573,1.354,0.739,0.924,27
70308,159.662,117.205,159.662,117.205,348.755,256.681,0.158,0.707,17928540,17928540,1574,1.359,0.736,0.915,27
70482,159.55,116.614,159.55,116.614,348.619,257.417,0.42,0.709,17972910,17972910,1575,1.354,0.738,0.918,27
68492,159.902,116.278,159.902,116.278,344.842,252.889,0.097,0.689,17465460,17465460,1576,1.364,0.733,0.892,27
70290,161.047,117.12,161.047,117.12,347.959,257.203,179.637,0.707,17923950,17923950,1577,1.353,0.739,0.915,27
69607,161.222,116.684,161.222,116.684,346.831,255.532,179.454,0.7,17749785,17749785,1578,1.357,0.737,0.906,27
68815,160.804,116.031,160.804,116.031,344.869,254.062,179.526,0.692,17547825,17547825,1579,1.357,0.737,0.896,27
70199,160.95,117.814,160.95,117.814,347.082,257.519,179.669,0.706,17900745,17900745,1580,1.348,0.742,0.914,27
69282,160.984,116.097,160.984,116.097,346.266,254.754,179.464,0.697,17666910,17666910,1581,1.359,0.736,0.902,27
68946,160.886,116.177,160.886,116.177,344.962,254.476,179.81,0.694,17581230,17581230,1582,1.356,0.738,0.898,27
70979,160.995,117.225,160.995,117.225,349.854,258.317,179.398,0.714,18099645,18099645,1583,1.354,0.738,0.924,27
70480,160.772,116.7,160.772,116.7,349.373,256.854,179.443,0.709,17972400,17972400,1584,1.36,0.735,0.918,27
70226,161.444,116.219,161.444,116.219,349.573,255.782,179.058,0.706,17907630,17907630,1585,1.367,0.732,0.914,27
70942,160.76,118.2,160.76,118.2,349.284,258.604,179.626,0.714,18090210,18090210,1586,1.351,0.74,0.924,27
71156,160.094,117.024,160.094,117.024,350.375,258.576,179.916,0.716,18144780,18144780,1587,1.355,0.738,0.927,27
71045,160.257,117.214,160.257,117.214,350.18,258.317,179.722,0.715,18116475,18116475,1588,1.356,0.738,0.925,27
71839,159.722,118.157,159.722,118.157,351.146,260.485,0.217,0.723,18318945,18318945,1589,1.348,0.742,0.935,27
70099,161.526,116.905,161.526,116.905,347.888,256.556,179.265,0.705,17875245,17875245,1590,1.356,0.737,0.913,27
69661,160.978,116.485,160.978,116.485,347.465,255.263,179.487,0.701,17763555,17763555,1591,1.361,0.735,0.907,27
69275,161.623,116.261,161.623,116.261,345.394,255.371,179.3,0.697,17665125,17665125,1592,1.353,0.739,0.902,27
69934,160.389,116.456,160.389,116.456,347.495,256.242,179.682,0.704,17833170,17833170,1593,1.356,0.737,0.911,27
67921,158.42,117.832,158.42,117.832,341.054,253.566,0.148,0.683,17319855,17319855,1594,1.345,0.743,0.884,27
68123,160.933,117.239,160.933,117.239,342.935,252.925,179.502,0.685,17371365,17371365,1595,1.356,0.738,0.887,27
69127,160.146,116.113,160.146,116.113,346.178,254.249,179.763,0.695,17627385,17627385,1596,1.362,0.734,0.9,27
68738,160.501,115.977,160.501,115.977,345.5,253.314,179.626,0.691,17528190,17528190,1597,1.364,0.733,0.895,27
69292,160.283,116.277,160.283,116.277,346.469,254.642,179.989,0.697,17669460,17669460,1598,1.361,0.735,0.902,27
69473,159.744,116.449,159.744,116.449,347.242,254.738,179.987,0.699,17715615,17715615,1599,1.363,0.734,0.905,27
70654,160.701,117.496,160.701,117.496,349.03,257.741,179.591,0.711,18016770,18016770,1600,1.354,0.738,0.92,27
70326,160.706,116.572,160.706,116.572,348.31,257.075,179.614,0.707,17933130,17933130,1601,1.355,0.738,0.916,27
69361,160.685,117.864,160.685,117.864,345.606,255.531,179.91,0.698,17687055,17687055,1602,1.352,0.739,0.903,27
69900,161.1,116.329,161.1,116.329,347.652,256.001,179.714,0.703,17824500,17824500,1603,1.358,0.736,0.91,27
68764,161.442,117.237,161.442,117.237,344.379,254.234,179.655,0.692,17534820,17534820,1604,1.355,0.738,0.895,27
70341,161.05,116.709,161.05,116.709,349.574,256.201,179.523,0.708,17936955,17936955,1605,1.364,0.733,0.916,27
69736,160.8,116.515,160.8,116.515,348.073,255.092,179.52,0.702,17782680,17782680,1606,1.365,0.733,0.908,27
70239,160.822,116.818,160.822,116.818,348.778,256.412,179.601,0.707,17910945,17910945,1607,1.36,0.735,0.915,27
69119,161.015,118.171,161.015,118.171,343.978,255.845,179.798,0.695,17625345,17625345,1608,1.344,0.744,0.9,27
68730,160.412,116.952,160.412,116.952,344.749,253.836,179.784,0.691,17526150,17526150,1609,1.358,0.736,0.895,27
71078,159.389,120.813,159.389,120.813,349.162,259.19,179.96,0.715,18124890,18124890,1610,1.347,0.742,0.925,27
71180,160.575,122.812,160.575,122.812,350.07,258.889,0.339,0.716,18150900,18150900,1611,1.352,0.74,0.927,27
73351,159.906,122.001,159.906,122.001,355.583,262.648,179.88,0.738,18704505,18704505,1612,1.354,0.739,0.955,27
69117,156.326,121.317,156.326,121.317,343.127,256.472,179.214,0.695,17624835,17624835,1613,1.338,0.747,0.9,27
71649,160.688,121.548,160.688,121.548,349.49,261.027,0.297,0.721,18270495,18270495,1614,1.339,0.747,0.933,27
71448,160.712,121.367,160.712,121.367,349.508,260.282,0.204,0.719,18219240,18219240,1615,1.343,0.745,0.93,27
71335,160.687,122.963,160.687,122.963,351.172,258.638,0.471,0.718,18190425,18190425,1616,1.358,0.737,0.929,27
67946,160.612,122.473,160.612,122.473,341.664,253.206,179.997,0.684,17326230,17326230,1617,1.349,0.741,0.885,27
68303,160.52,123.111,160.52,123.111,343.078,253.488,0.254,0.687,17417265,17417265,1618,1.353,0.739,0.889,27
72111,162.252,121.425,162.252,121.425,350.454,261.988,0.68,0.725,18388305,18388305,1619,1.338,0.748,0.939,27
71307,161.319,123.181,161.319,123.181,350.363,259.134,0.664,0.717,18183285,18183285,1620,1.352,0.74,0.928,27
72977,160.226,121.192,160.226,121.192,352.919,263.282,0.121,0.734,18609135,18609135,1621,1.34,0.746,0.95,27
71779,157.883,120.337,157.883,120.337,350.147,261.01,179.983,0.722,18303645,18303645,1622,1.342,0.745,0.935,27
67236,160.861,120.659,160.861,120.659,336.514,254.395,0.57,0.676,17145180,17145180,1623,1.323,0.756,0.875,28
66477,162.286,120.48,162.286,120.48,334.386,253.124,178.723,0.669,16951635,16951635,1624,1.321,0.757,0.866,28
66033,161.966,120.818,161.966,120.818,335.21,250.815,178.364,0.664,16838415,16838415,1625,1.336,0.748,0.86,28
64886,162.116,120.612,162.116,120.612,331.368,249.316,2.098,0.653,16545930,16545930,1626,1.329,0.752,0.845,28
66183,161.829,117.922,161.829,117.922,335.852,250.904,1.359,0.666,16876665,16876665,1627,1.339,0.747,0.862,28
67299,160.883,120.255,160.883,120.255,337.611,253.806,179.875,0.677,17161245,17161245,1628,1.33,0.752,0.876,28
67513,157.45,119.243,157.45,119.243,336.743,255.27,179.662,0.679,17215815,17215815,1629,1.319,0.758,0.879,28
65667,156.999,121.055,156.999,121.055,330.934,252.648,179.615,0.661,16745085,16745085,1630,1.31,0.763,0.855,28
64820,157.184,121.991,157.184,121.991,329.845,250.213,0.606,0.652,16529100,16529100,1631,1.318,0.759,0.844,28
66558,162.933,120.053,162.933,120.053,333.407,254.177,178.342,0.67,16972290,16972290,1632,1.312,0.762,0.867,28
65677,161.374,120.974,161.374,120.974,332.91,251.187,178.357,0.661,16747635,16747635,1633,1.325,0.755,0.855,28
64611,163.679,118.485,163.679,118.485,329.329,249.796,1.092,0.65,16475805,16475805,1634,1.318,0.758,0.841,28
65812,162.499,120.008,162.499,120.008,332.99,251.643,2.747,0.662,16782060,16782060,1635,1.323,0.756,0.857,28
65597,162.051,119.162,162.051,119.162,332.311,251.333,179.295,0.66,16727235,16727235,1636,1.322,0.756,0.854,28
66441,161.212,120.679,161.212,120.679,336.07,251.719,179.027,0.668,16942455,16942455,1637,1.335,0.749,0.865,28
66191,160.523,119.606,160.523,119.606,335.442,251.242,1.782,0.666,16878705,16878705,1638,1.335,0.749,0.862,28
64503,164.889,120.799,164.889,120.799,329.001,249.628,2.163,0.649,16448265,16448265,1639,1.318,0.759,0.84,28
66438,163.56,119.854,163.56,119.854,335.133,252.412,178.621,0.668,16941690,16941690,1640,1.328,0.753,0.865,28
65286,160.834,120.898,160.834,120.898,333.683,249.113,1.417,0.657,16647930,16647930,1641,1.339,0.747,0.85,28
65518,161.047,121.396,161.047,121.396,335.139,248.912,177.897,0.659,16707090,16707090,1642,1.346,0.743,0.853,28
65440,163.142,120.056,163.142,120.056,331.107,251.643,1.508,0.658,16687200,16687200,1643,1.316,0.76,0.852,28
66545,162.467,119.762,162.467,119.762,336.158,252.048,178.123,0.669,16968975,16968975,1644,1.334,0.75,0.866,28
67410,160.23,121.529,160.23,121.529,339.287,252.969,1.53,0.678,17189550,17189550,1645,1.341,0.746,0.878,28
66514,161.518,120.658,161.518,120.658,335.717,252.261,177.978,0.669,16961070,16961070,1646,1.331,0.751,0.866,28
64351,163.843,120.8,163.843,120.8,329.138,248.936,2.093,0.647,16409505,16409505,1647,1.322,0.756,0.838,28
66443,162.168,120.934,162.168,120.934,335.723,251.987,179.142,0.668,16942965,16942965,1648,1.332,0.751,0.865,28
66716,161.326,119.449,161.326,119.449,336.495,252.442,2.094,0.671,17012580,17012580,1649,1.333,0.75,0.869,28
64160,160.426,120.392,160.426,120.392,328.852,248.413,179.265,0.645,16360800,16360800,1650,1.324,0.755,0.835,28
63726,161.241,121.128,161.241,121.128,327.011,248.121,0.353,0.641,16250130,16250130,1651,1.318,0.759,0.83,28
64607,161.142,121.037,161.142,121.037,330.254,249.082,0.277,0.65,16474785,16474785,1652,1.326,0.754,0.841,28
63768,161.379,120.285,161.379,120.285,328.351,247.272,0.076,0.641,16260840,16260840,1653,1.328,0.753,0.83,28
63310,164.099,122.101,164.099,122.101,325.878,247.359,178.854,0.633,16144050,16144050,1654,1.317,0.759,0.824,28
63864,161.863,119.982,161.863,119.982,327.585,248.223,179.115,0.642,16285320,16285320,1655,1.32,0.758,0.832,28
63259,163.497,121.533,163.497,121.533,326.352,246.801,177.68,0.636,16131045,16131045,1656,1.322,0.756,0.824,28
